13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:0,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:1,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:2,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:3,13:4,13:4,13:4
1200,2518,992,992,1766,1011,0,0,566827,2518,0,992,902,992,2518,2518,0,2518,1200,569238,787681,1011,1200,902,56857,530110,551244,568316,1011,2518,1011,0,2518,598090,0,540865,1011,992,1200,13,1200,74,0,902,540865,505513,0,1200,641421,0,0,30,1784,550336,1200,527476,1200,902,553070,0,902,0,1741,902,1200,1784,992,592294,2834,1011,2518,1784,572445,1766,1784,1741,0,902,0,992,2518,1200,1741,1784,6557,93,2518,992,563740,539330,902,992,1741,6682,992,0,1741,1200,2518,1766,562838,1784,1200,1897,30,1784,555401,1200,1741,1011,591276,902,1645,30,1200,1200,0,1766,1741,1645,2518,555068,1741,2518,565184,1741,2518,1200,0,1784,902,0,1645,0,723406,902,614774,1011,560200,1645,2518,1200,1741,1741,2518,1784,1741,633456,992,0,1907,0,902,1200,1200,93,902,0,1200,2518,577906,1036,992,2518,567212,2518,2518,902,1200,727935,902,1907,1011,2518,1766,1200,1741,0,902,219042,620980,2518,1011,1741,902,1200,1200,1784,567142,1200,559615,56495,558218,1200,591148,1741,403776,1200,1741,0,546980,992,1741,1200,902,1036,902,2518,587383,1766,2518,539241,2518,1741,0,1903,902,0,902,1784,1200,1200,644197,1766,1200,1784,1011,1784,1641447,1011,1741,902,1200,1011,1766,1741,1011,0,2518,1741,1200,902,902,56495,0,0,2518,1200,0,2518,2518,0,2518,0,1200,1801,0,1801,902,0,1011,554591,577878,563141,2518,992,902,902,722254,1784,518575,1200,552590,1011,1784,902,1200,457156,1741,664995,1200,55219,902,0,1011,0,1741,1897,569275,1011,1766,0,1801,74,902,0,1766,2518,0,902,1011,1801,1200,1766,503295,1011,1741,0,616056,1200,1200,466331,902,1200,1953,1200,902,1766,0,1200,1200,22283,992,58465,339318,1766,902,543629,567161,1200,902,1990,992,902,386983,1200,0,2518,1200,0,992,902,902,551037,1200,1200,902,1200,93,2518,2518,1200,902,2518,577044,1801,562026,1801,1784,0,452456,0,1200,902,992,1741,992,15466,93,0,992,2518,0,0,1801,1011,1741,0,2518,0,1766,0,1801,1200,1741,558353,0,2518,902,2518,0,1784,902,902,902,0,992,902,560134,567152,1011,0,0,1766,2518,0,0,1200,0,0,1741,0,0,0,2518,1741,0,0,1200,1784,1200,30,1200,1200,1741,602678,1200,1200,1766,0,1200,1200,2518,553269,1801,1741,1766,0,0,992,1011,345570,1200,1903,1200,7597,1766,902,902,93,1200,631377,902,0,1741,0,1741,1766,1784,902,1801,0,1741,569022,902,0,902,1200,7064,1741,902,902,902,0,902,902,902,0,0,572010,992,1011,1200,1766,569448,134,1907,1200,2518,552633,1801,1741,1160750,596030,2518,1200,93,2518,2518,1741,902,992,552590
